city,year,crime,incidences,rate
Bhopal,2014,Insult To The Modesty of Women (Total),13,1.4
Chandigarh City,2014,At Office Premises,1,0.2
Chandigarh City,2014,Other Places Related To Work,0,0
Chandigarh City,2014,Insult To The Modesty of Women (Total),0,0
Chennai,2014,At Office Premises,157,3.6
Chennai,2014,Other Places Related To Work,0,0
Chennai,2014,Insult To The Modesty of Women (Total),157,3.6
Coimbatore,2014,At Office Premises,0,0
Coimbatore,2014,Other Places Related To Work,0,0
Coimbatore,2014,Insult To The Modesty of Women (Total),0,0
Delhi (City),2014,At Office Premises,1111,14.7
Delhi (City),2014,Other Places Related To Work,11,0.1
Delhi (City),2014,Insult To The Modesty of Women (Total),21,0.3
Dhanbad,2014,At Office Premises,0,0
Dhanbad,2014,Other Places Related To Work,0,0
Dhanbad,2014,Insult To The Modesty of Women (Total),0,0
Durg-Bhilainagar,2014,At Office Premises,9,1.7
Durg-Bhilainagar,2014,Other Places Related To Work,0,0
Durg-Bhilainagar,2014,Insult To The Modesty of Women (Total),0,0
Faridabad,2014,At Office Premises,16,2.4
Faridabad,2014,Other Places Related To Work,0,0
Faridabad,2014,Insult To The Modesty of Women (Total),0,0
Ghaziabad,2014,At Office Premises,8,0.7
Ghaziabad,2014,Other Places Related To Work,0,0
Ghaziabad,2014,Insult To The Modesty of Women (Total),0,0
Gwalior,2014,At Office Premises,19,3.7
Gwalior,2014,Other Places Related To Work,0,0
Gwalior,2014,Insult To The Modesty of Women (Total),0,0
Flyderabad,2014,At Office Premises,87,2.3
Flyderabad,2014,Other Places Related To Work,4,0.1
Flyderabad,2014,Insult To The Modesty of Women (Total),23,0.6
Indore,2014,At Office Premises,31,3
Indore,2014,Other Places Related To Work,1,0.1
Indore,2014,Insult To The Modesty of Women (Total),0,0
Jabalpur,2014,At Office Premises,31,5.1
Jabalpur,2014,Other Places Related To Work,0,0
Jabalpur,2014,Insult To The Modesty of Women (Total),0,0
Jaipur,2014,At Office Premises,0,0
Jaipur,2014,Other Places Related To Work,0,0
Jaipur,2014,Insult To The Modesty of Women (Total),0,0
Jamshedpur,2014,At Office Premises,0,0
Jamshedpur,2014,Other Places Related To Work,0,0
Jamshedpur,2014,Insult To The Modesty of Women (Total),0,0
Jodhpur,2014,At Office Premises,3,0.6
Jodhpur,2014,Other Places Related To Work,0,0
Jodhpur,2014,Insult To The Modesty of Women (Total),0,0
Kannur,2014,At Office Premises,5,0.6
Kannur,2014,Other Places Related To Work,0,0
Kannur,2014,Insult To The Modesty of Women (Total),0,0
Kanpur,2014,At Office Premises,1,0.1
Kanpur,2014,Other Places Related To Work,0,0
Kanpur,2014,Insult To The Modesty of Women (Total),0,0
Kochi,2014,At Office Premises,18,1.7
Kochi,2014,Other Places Related To Work,0,0
Kochi,2014,Insult To The Modesty of Women (Total),0,0
Kolkata,2014,At Office Premises,286,4.2
Kolkata,2014,Other Places Related To Work,2,0
Kolkata,2014,Insult To The Modesty of Women (Total),2,0
Kollam,2014,At Office Premises,13,2.2
Kollam,2014,Other Places Related To Work,0,0
Kollam,2014,Insult To The Modesty of Women (Total),0,0
Kota,2014,At Office Premises,0,0
Kota,2014,Other Places Related To Work,0,0
Kota,2014,Insult To The Modesty of Women (Total),0,0
Kozhikode,2014,At Office Premises,9,0.8
Kozhikode,2014,Other Places Related To Work,0,0
Kozhikode,2014,Insult To The Modesty of Women (Total),0,0
Lucknow,2014,At Office Premises,2,0.1
Lucknow,2014,Other Places Related To Work,2,0.1
Lucknow,2014,Insult To The Modesty of Women (Total),0,0
Ludhiana,2014,At Office Premises,19,2.6
Ludhiana,2014,Other Places Related To Work,0,0
Ludhiana,2014,Insult To The Modesty of Women (Total),0,0
Madurai,2014,At Office Premises,1,0.1
Madurai,2014,Other Places Related To Work,0,0
Madurai,2014,Insult To The Modesty of Women (Total),0,0
Malappuram,2014,At Office Premises,0,0
Malappuram,2014,Other Places Related To Work,0,0
Malappuram,2014,Insult To The Modesty of Women (Total),0,0
Meerut,2014,At Office Premises,0,0
Meerut,2014,Other Places Related To Work,0,0
Meerut,2014,Insult To The Modesty of Women (Total),0,0
Mumbai,2014,At Office Premises,363,4.3
Mumbai,2014,Other Places Related To Work,4,0
Mumbai,2014,Insult To The Modesty of Women (Total),23,0.3
Nagpur,2014,At Office Premises,25,2
Nagpur,2014,Other Places Related To Work,0,0
Nagpur,2014,Insult To The Modesty of Women (Total),0,0
Nasik,2014,At Office Premises,3,0.4
Nasik,2014,Other Places Related To Work,0,0
Nasik,2014,Insult To The Modesty of Women (Total),0,0
Patna,2014,At Office Premises,56,5.8
Patna,2014,Other Places Related To Work,0,0
Patna,2014,Insult To The Modesty of Women (Total),0,0
Pune,2014,At Office Premises,98,4.1
Pune,2014,Other Places Related To Work,0,0
Pune,2014,Insult To The Modesty of Women (Total),6,0.3
Raipur,2014,At Office Premises,3,0.6
Raipur,2014,Other Places Related To Work,0,0
Raipur,2014,Insult To The Modesty of Women (Total),3,0.6
Rajkot,2014,At Office Premises,5,0.8
Rajkot,2014,Other Places Related To Work,0,0
Rajkot,2014,Insult To The Modesty of Women (Total),0,0
Ranchi,2014,At Office Premises,8,1.5
Ranchi,2014,Other Places Related To Work,0,0
Ranchi,2014,Insult To The Modesty of Women (Total),0,0
Srinagar,2014,At Office Premises,44,7.4
Srinagar,2014,Other Places Related To Work,0,0
Srinagar,2014,Insult To The Modesty of Women (Total),0,0
Surat,2014,At Office Premises,0,0
Surat,2014,Other Places Related To Work,0,0
Surat,2014,Insult To The Modesty of Women (Total),0,0
Thiruvananthapuram,2014,At Office Premises,15,1.7
Thiruvananthapuram,2014,Other Places Related To Work,0,0
Thiruvananthapuram,2014,Insult To The Modesty of Women (Total),0,0
Thrissur,2014,At Office Premises,11,1.1
Thrissur,2014,Other Places Related To Work,0,0
Thrissur,2014,Insult To The Modesty of Women (Total),0,0
Tiruch irapalli,2014,At Office Premises,3,0.6
Tiruch irapalli,2014,Other Places Related To Work,0,0
Tiruch irapalli,2014,Insult To The Modesty of Women (Total),0,0
Vadodara,2014,At Office Premises,8,0.9
Vadodara,2014,Other Places Related To Work,0,0
Vadodara,2014,Insult To The Modesty of Women (Total),0,0
Varanasi,2014,At Office Premises,3,0.4
Varanasi,2014,Other Places Related To Work,0,0
Varanasi,2014,Insult To The Modesty of Women (Total),0,0
Vasai Virar,2014,At Office Premises,16,2.8
Vasai Virar,2014,Other Places Related To Work,0,0
Vasai Virar,2014,Insult To The Modesty of Women (Total),0,0
Vijayawada,2014,At Office Premises,212,28.6
Vijayawada,2014,Other Places Related To Work,0,0
Vijayawada,2014,Insult To The Modesty of Women (Total),0,0
Vishakhapatnam,2014,At Office Premises,112,13.1
Vishakhapatnam,2014,Other Places Related To Work,0,0
Vishakhapatnam,2014,Insult To The Modesty of Women (Total),0,0
Agra,2014,Deaths due to Rash/Negligent Driving,367,45.6
Agra,2014,Causing Death By Negligence (Total),0,0
Agra,2014,Importation of Girls From Foreign Country,189,10.8
Ahmedabad,2014,Deaths due to Rash/Negligent Driving,802,26.7
Ahmedabad,2014,Causing Death By Negligence (Total),0,0
Ahmedabad,2014,Importation of Girls From Foreign Country,330,5.2
Allahabad,2014,Deaths due to Rash/Negligent Driving,176,31.4
Allahabad,2014,Causing Death By Negligence (Total),0,0
Allahabad,2014,Importation of Girls From Foreign Country,78,6.4
Amritsar,2014,Deaths due to Rash/Negligent Driving,150,27.1
Amritsar,2014,Causing Death By Negligence (Total),0,0
Amritsar,2014,Importation of Girls From Foreign Country,62,5.2
Asansol,2014,Deaths due to Rash/Negligent Driving,490,82.4
Asansol,2014,Causing Death By Negligence (Total),0,0
Asansol,2014,Importation of Girls From Foreign Country,211,17
Aurangabad,2014,Deaths due to Rash/Negligent Driving,164,28.8
Aurangabad,2014,Causing Death By Negligence (Total),0,0
Aurangabad,2014,Importation of Girls From Foreign Country,183,15.4
Bengaluru,2014,Deaths due to Rash/Negligent Driving,490,12.1
Bengaluru,2014,Causing Death By Negligence (Total),0,0
Bengaluru,2014,Importation of Girls From Foreign Country,885,10.4
Bhopal,2014,Deaths due to Rash/Negligent Driving,295,32.9
Bhopal,2014,Causing Death By Negligence (Total),0,0
Bhopal,2014,Importation of Girls From Foreign Country,216,11.5
Chandigarh City,2014,Deaths due to Rash/Negligent Driving,137,29.6
Chandigarh City,2014,Causing Death By Negligence (Total),0,0
Chandigarh City,2014,Importation of Girls From Foreign Country,90,8.8
Chennai,2014,Deaths due to Rash/Negligent Driving,302,7
Chennai,2014,Causing Death By Negligence (Total),0,0
Chennai,2014,Importation of Girls From Foreign Country,1083,12.5
Coimbatore,2014,Deaths due to Rash/Negligent Driving,63,5.9
Coimbatore,2014,Causing Death By Negligence (Total),0,0
Coimbatore,2014,Importation of Girls From Foreign Country,297,13.8
Delhi (City),2014,Deaths due to Rash/Negligent Driving,2840,37.5
Delhi (City),2014,Causing Death By Negligence (Total),0,0
Delhi (City),2014,Importation of Girls From Foreign Country,1608,9.9
Dhanbad,2014,Deaths due to Rash/Negligent Driving,31,5.5
Dhanbad,2014,Causing Death By Negligence (Total),0,0
Dhanbad,2014,Importation of Girls From Foreign Country,0,0
Durg-Bhilainagar,2014,Deaths due to Rash/Negligent Driving,144,27.8
Durg-Bhilainagar,2014,Causing Death By Negligence (Total),0,0
Durg-Bhilainagar,2014,Importation of Girls From Foreign Country,178,16.7
Faridabad,2014,Deaths due to Rash/Negligent Driving,302,46.2
Faridabad,2014,Causing Death By Negligence (Total),0,0
Faridabad,2014,Importation of Girls From Foreign Country,13,0.9
Ghaziabad,2014,Deaths due to Rash/Negligent Driving,561,50.9
Ghaziabad,2014,Causing Death By Negligence (Total),0,0
Ghaziabad,2014,Importation of Girls From Foreign Country,229,9.7
Gwalior,2014,Deaths due to Rash/Negligent Driving,352,68.6
Gwalior,2014,Causing Death By Negligence (Total),0,0
Gwalior,2014,Importation of Girls From Foreign Country,126,11.4
Flyderabad,2014,Deaths due to Rash/Negligent Driving,1289,34.2
Flyderabad,2014,Causing Death By Negligence (Total),0,0
Flyderabad,2014,Importation of Girls From Foreign Country,441,5.7
Indore,2014,Deaths due to Rash/Negligent Driving,182,17.5
Indore,2014,Causing Death By Negligence (Total),0,0
Indore,2014,Importation of Girls From Foreign Country,318,14.7
Jabalpur,2014,Deaths due to Rash/Negligent Driving,163,27
Jabalpur,2014,Causing Death By Negligence (Total),0,0
Jabalpur,2014,Importation of Girls From Foreign Country,145,11.4
Jaipur,2014,Deaths due to Rash/Negligent Driving,1155,79.4
Jaipur,2014,Causing Death By Negligence (Total),0,0
Jaipur,2014,Importation of Girls From Foreign Country,802,26.1
Jamshedpur,2014,Deaths due to Rash/Negligent Driving,85,13.3
Jamshedpur,2014,Causing Death By Negligence (Total),0,0
Jamshedpur,2014,Importation of Girls From Foreign Country,98,7.3
Jodhpur,2014,Deaths due to Rash/Negligent Driving,428,79.6
Jodhpur,2014,Causing Death By Negligence (Total),0,0
Jodhpur,2014,Importation of Girls From Foreign Country,255,22.4
Kannur,2014,Deaths due to Rash/Negligent Driving,89,10.1
Kannur,2014,Causing Death By Negligence (Total),0,0
Kannur,2014,Importation of Girls From Foreign Country,68,4.1
Kanpur,2014,Deaths due to Rash/Negligent Driving,440,33
Kanpur,2014,Causing Death By Negligence (Total),0,0
Kanpur,2014,Importation of Girls From Foreign Country,192,6.6
Kochi,2014,Deaths due to Rash/Negligent Driving,166,15.4
Kochi,2014,Causing Death By Negligence (Total),0,0
Kochi,2014,Importation of Girls From Foreign Country,114,5.4
Kolkata,2014,Deaths due to Rash/Negligent Driving,1141,16.8
Kolkata,2014,Causing Death By Negligence (Total),2,0
Kolkata,2014,Importation of Girls From Foreign Country,466,3.3
Kollam,2014,Deaths due to Rash/Negligent Driving,296,51
Kollam,2014,Causing Death By Negligence (Total),0,0
Kollam,2014,Importation of Girls From Foreign Country,181,16.3
Kota,2014,Deaths due to Rash/Negligent Driving,538,114
Kota,2014,Causing Death By Negligence (Total),0,0
Kota,2014,Importation of Girls From Foreign Country,119,11.9
Kozhikode,2014,Deaths due to Rash/Negligent Driving,184,17.3
Kozhikode,2014,Causing Death By Negligence (Total),0,0
Kozhikode,2014,Importation of Girls From Foreign Country,141,6.9
Lucknow,2014,Deaths due to Rash/Negligent Driving,562,40.6
Lucknow,2014,Causing Death By Negligence (Total),0,0
Lucknow,2014,Importation of Girls From Foreign Country,202,7
Ludhiana,2014,Deaths due to Rash/Negligent Driving,158,21.4
Ludhiana,2014,Causing Death By Negligence (Total),0,0
Ludhiana,2014,Importation of Girls From Foreign Country,240,14.9
Madurai,2014,Deaths due to Rash/Negligent Driving,69,9.5
Madurai,2014,Causing Death By Negligence (Total),0,0
Madurai,2014,Importation of Girls From Foreign Country,106,7.3
Malappuram,2014,Deaths due to Rash/Negligent Driving,100,11.2
Malappuram,2014,Causing Death By Negligence (Total),0,0
Malappuram,2014,Importation of Girls From Foreign Country,72,4.2
Meerut,2014,Deaths due to Rash/Negligent Driving,399,59.6
Meerut,2014,Causing Death By Negligence (Total),0,0
Meerut,2014,Importation of Girls From Foreign Country,179,12.6
Mumbai,2014,Deaths due to Rash/Negligent Driving,563,6.6
Mumbai,2014,Causing Death By Negligence (Total),0,0
Mumbai,2014,Importation of Girls From Foreign Country,584,3.2
Nagpur,2014,Deaths due to Rash/Negligent Driving,234,19.1
Nagpur,2014,Causing Death By Negligence (Total),0,0
Nagpur,2014,Importation of Girls From Foreign Country,316,12.7
Nasik,2014,Deaths due to Rash/Negligent Driving,200,27.1
Nasik,2014,Causing Death By Negligence (Total),1,0.1
Nasik,2014,Importation of Girls From Foreign Country,172,11
Patna,2014,Deaths due to Rash/Negligent Driving,404,42.1
Patna,2014,Causing Death By Negligence (Total),0,0
Patna,2014,Importation of Girls From Foreign Country,327,16
Pune,2014,Deaths due to Rash/Negligent Driving,391,16.4
Pune,2014,Causing Death By Negligence (Total),0,0
Pune,2014,Importation of Girls From Foreign Country,456,9
Raipur,2014,Deaths due to Rash/Negligent Driving,83,15.3
Raipur,2014,Causing Death By Negligence (Total),0,0
Raipur,2014,Importation of Girls From Foreign Country,145,12.9
Rajkot,2014,Deaths due to Rash/Negligent Driving,301,45.6
Rajkot,2014,Causing Death By Negligence (Total),0,0
Rajkot,2014,Importation of Girls From Foreign Country,142,10.2
Ranchi,2014,Deaths due to Rash/Negligent Driving,92,17
Ranchi,2014,Causing Death By Negligence (Total),1,0.2
Ranchi,2014,Importation of Girls From Foreign Country,82,7.3
Srinagar,2014,Deaths due to Rash/Negligent Driving,63,10.6
Srinagar,2014,Causing Death By Negligence (Total),0,0
Srinagar,2014,Importation of Girls From Foreign Country,51,4
Surat,2014,Deaths due to Rash/Negligent Driving,405,20.5
Surat,2014,Causing Death By Negligence (Total),0,0
Surat,2014,Importation of Girls From Foreign Country,244,5.3
Thiruvananthapuram,2014,Deaths due to Rash/Negligent Driving,134,15.4
Thiruvananthapuram,2014,Causing Death By Negligence (Total),0,0
Thiruvananthapuram,2014,Importation of Girls From Foreign Country,125,7.4
Thrissur,2014,Deaths due to Rash/Negligent Driving,130,13.3
Thrissur,2014,Causing Death By Negligence (Total),0,0
Thrissur,2014,Importation of Girls From Foreign Country,100,5.4
Tiruch irapalli,2014,Deaths due to Rash/Negligent Driving,27,5.2
Tiruch irapalli,2014,Causing Death By Negligence (Total),0,0
Tiruch irapalli,2014,Importation of Girls From Foreign Country,179,17.5
Vadodara,2014,Deaths due to Rash/Negligent Driving,306,35.1
Vadodara,2014,Causing Death By Negligence (Total),0,0
Vadodara,2014,Importation of Girls From Foreign Country,204,11.2
Varanasi,2014,Deaths due to Rash/Negligent Driving,180,26.7
Varanasi,2014,Causing Death By Negligence (Total),0,0
Varanasi,2014,Importation of Girls From Foreign Country,67,4.7
Vasai Virar,2014,Deaths due to Rash/Negligent Driving,51,8.9
Vasai Virar,2014,Causing Death By Negligence (Total),0,0
Vasai Virar,2014,Importation of Girls From Foreign Country,177,14.5
Vijayawada,2014,Deaths due to Rash/Negligent Driving,642,86.8
Vijayawada,2014,Causing Death By Negligence (Total),0,0
Vijayawada,2014,Importation of Girls From Foreign Country,312,20.9
Vishakhapatnam,2014,Deaths due to Rash/Negligent Driving,371,43.4
Vishakhapatnam,2014,Causing Death By Negligence (Total),0,0
Vishakhapatnam,2014,Importation of Girls From Foreign Country,360,20.8
Agra,2014,Offences Against State (Total),0,0
Agra,2014,Others,0,0
Ahmedabad,2014,Offences Against State (Total),0,0
Ahmedabad,2014,Others,0,0
Allahabad,2014,Offences Against State (Total),0,0
Allahabad,2014,Others,0,0
Amritsar,2014,Offences Against State (Total),0,0
Amritsar,2014,Others,0,0
Asansol,2014,Offences Against State (Total),0,0
Asansol,2014,Others,0,0
Aurangabad,2014,Offences Against State (Total),0,0
Aurangabad,2014,Others,0,0
Bengaluru,2014,Offences Against State (Total),0,0
Bengaluru,2014,Others,0,0
Bhopal,2014,Offences Against State (Total),0,0
Bhopal,2014,Others,0,0
Chandigarh City,2014,Offences Against State (Total),0,0
Chandigarh City,2014,Others,0,0
Chennai,2014,Offences Against State (Total),0,0
Chennai,2014,Others,0,0
Coimbatore,2014,Offences Against State (Total),0,0
Coimbatore,2014,Others,0,0
Delhi (City),2014,Offences Against State (Total),0,0
Delhi (City),2014,Others,0,0
Dhanbad,2014,Offences Against State (Total),0,0
Dhanbad,2014,Others,0,0
Durg-Bhilainagar,2014,Offences Against State (Total),0,0
Durg-Bhilainagar,2014,Others,0,0
Faridabad,2014,Offences Against State (Total),0,0
Faridabad,2014,Others,0,0
Ghaziabad,2014,Offences Against State (Total),0,0
Ghaziabad,2014,Others,0,0
Gwalior,2014,Offences Against State (Total),0,0
Gwalior,2014,Others,0,0
Flyderabad,2014,Offences Against State (Total),1,0
Flyderabad,2014,Others,0,0
Indore,2014,Offences Against State (Total),0,0
Indore,2014,Others,0,0
Jabalpur,2014,Offences Against State (Total),0,0
Jabalpur,2014,Others,0,0
Jaipur,2014,Offences Against State (Total),0,0
Jaipur,2014,Others,0,0
Jamshedpur,2014,Offences Against State (Total),0,0
Jamshedpur,2014,Others,0,0
Jodhpur,2014,Offences Against State (Total),0,0
Jodhpur,2014,Others,0,0
Kannur,2014,Offences Against State (Total),0,0
Kannur,2014,Others,0,0
Kanpur,2014,Offences Against State (Total),0,0
Kanpur,2014,Others,0,0
Kochi,2014,Offences Against State (Total),0,0
Kochi,2014,Others,0,0
Kolkata,2014,Offences Against State (Total),0,0
Kolkata,2014,Others,0,0
Kollam,2014,Offences Against State (Total),0,0
Kollam,2014,Others,0,0
Kota,2014,Offences Against State (Total),0,0
Kota,2014,Others,0,0
Kozhikode,2014,Offences Against State (Total),0,0
Kozhikode,2014,Others,0,0
Lucknow,2014,Offences Against State (Total),0,0
Lucknow,2014,Others,0,0
Ludhiana,2014,Offences Against State (Total),0,0
Ludhiana,2014,Others,0,0
Madurai,2014,Offences Against State (Total),0,0
Madurai,2014,Others,0,0
Malappuram,2014,Offences Against State (Total),0,0
Malappuram,2014,Others,0,0
Meerut,2014,Offences Against State (Total),0,0
Meerut,2014,Others,0,0
Mumbai,2014,Offences Against State (Total),0,0
Mumbai,2014,Others,0,0
Nagpur,2014,Offences Against State (Total),0,0
Nagpur,2014,Others,0,0
Nasik,2014,Offences Against State (Total),0,0
Nasik,2014,Others,0,0
Patna,2014,Offences Against State (Total),0,0
Patna,2014,Others,0,0
Pune,2014,Offences Against State (Total),0,0
Pune,2014,Others,0,0
Raipur,2014,Offences Against State (Total),0,0
Raipur,2014,Others,0,0
Rajkot,2014,Offences Against State (Total),0,0
Rajkot,2014,Others,0,0
Ranchi,2014,Offences Against State (Total),0,0
Ranchi,2014,Others,0,0
Srinagar,2014,Offences Against State (Total),0,0
Srinagar,2014,Others,0,0
Surat,2014,Offences Against State (Total),0,0
Surat,2014,Others,0,0
Thiruvananthapuram,2014,Offences Against State (Total),0,0
Thiruvananthapuram,2014,Others,0,0
Thrissur,2014,Offences Against State (Total),0,0
Thrissur,2014,Others,0,0
Tiruch irapalli,2014,Offences Against State (Total),0,0
Tiruch irapalli,2014,Others,0,0
Vadodara,2014,Offences Against State (Total),0,0
Vadodara,2014,Others,0,0
Varanasi,2014,Offences Against State (Total),0,0
Varanasi,2014,Others,0,0
Vasai Virar,2014,Offences Against State (Total),0,0
Vasai Virar,2014,Others,0,0
Vijayawada,2014,Offences Against State (Total),1,0.1
Vijayawada,2014,Others,1,0.1
Vishakhapatnam,2014,Offences Against State (Total),0,0
Vishakhapatnam,2014,Others,0,0
Agra,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",3,0.2
Agra,2014,Disclosure of Identity of Victims,2,0.1
Agra,2014,Offences Promoting Enmity Between Different Groups (Total),1,0.1
Ahmedabad,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Ahmedabad,2014,Disclosure of Identity of Victims,0,0
Ahmedabad,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Allahabad,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Allahabad,2014,Disclosure of Identity of Victims,0,0
Allahabad,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Amritsar,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Amritsar,2014,Disclosure of Identity of Victims,0,0
Amritsar,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Asansol,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",1,0.1
Asansol,2014,Disclosure of Identity of Victims,1,0.1
Asansol,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Aurangabad,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Aurangabad,2014,Disclosure of Identity of Victims,0,0
Aurangabad,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Bengaluru,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",3,0
Bengaluru,2014,Disclosure of Identity of Victims,3,0
Bengaluru,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Bhopal,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Bhopal,2014,Disclosure of Identity of Victims,0,0
Bhopal,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Chandigarh City,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Chandigarh City,2014,Disclosure of Identity of Victims,0,0
Chandigarh City,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Chennai,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",4,0
Chennai,2014,Disclosure of Identity of Victims,4,0
Chennai,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Coimbatore,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",5,0.2
Coimbatore,2014,Disclosure of Identity of Victims,5,0.2
Coimbatore,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Delhi (City),2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",13,0.1
Delhi (City),2014,Disclosure of Identity of Victims,13,0.1
Delhi (City),2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Dhanbad,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Dhanbad,2014,Disclosure of Identity of Victims,0,0
Dhanbad,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Durg-Bhilainagar,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Durg-Bhilainagar,2014,Disclosure of Identity of Victims,0,0
Durg-Bhilainagar,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Faridabad,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Faridabad,2014,Disclosure of Identity of Victims,0,0
Faridabad,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Ghaziabad,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",3,0.1
Ghaziabad,2014,Disclosure of Identity of Victims,3,0.1
Ghaziabad,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Gwalior,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",1,0.1
Gwalior,2014,Disclosure of Identity of Victims,1,0.1
Gwalior,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Hyderabad,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Hyderabad,2014,Disclosure of Identity of Victims,0,0
Hyderabad,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Indore,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Indore,2014,Disclosure of Identity of Victims,0,0
Indore,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Jabalpur,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Jabalpur,2014,Disclosure of Identity of Victims,0,0
Jabalpur,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Jaipur,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Jaipur,2014,Disclosure of Identity of Victims,0,0
Jaipur,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Jamshedpur,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Jamshedpur,2014,Disclosure of Identity of Victims,0,0
Jamshedpur,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Jodhpur,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",2,0.2
Jodhpur,2014,Disclosure of Identity of Victims,2,0.2
Jodhpur,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Kannur,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Kannur,2014,Disclosure of Identity of Victims,0,0
Kannur,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Kanpur,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Kanpur,2014,Disclosure of Identity of Victims,0,0
Kanpur,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Kochi,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",3,0.1
Kochi,2014,Disclosure of Identity of Victims,3,0.1
Kochi,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Kolkata,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Kolkata,2014,Disclosure of Identity of Victims,0,0
Kolkata,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Kollam,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",6,0.5
Kollam,2014,Disclosure of Identity of Victims,6,0.5
Kollam,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Kota,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",4,0.4
Kota,2014,Disclosure of Identity of Victims,4,0.4
Kota,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Kozhikode,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",1,0
Kozhikode,2014,Disclosure of Identity of Victims,1,0
Kozhikode,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Lucknow,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",2,0.1
Lucknow,2014,Disclosure of Identity of Victims,2,0.1
Lucknow,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Ludhiana,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Ludhiana,2014,Disclosure of Identity of Victims,0,0
Ludhiana,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
Madurai,2014,"Imputation, Assertions Prejudicial to National Integration (Section 153B IPC)",0,0
Madurai,2014,Disclosure of Identity of Victims,0,0
Madurai,2014,Offences Promoting Enmity Between Different Groups (Total),0,0
